corporate_identification_number,company_name,registered_state,date,rank
U45203MH2020PTC336372,SHREE OM SAI CONSTRUCTION NITISHKAPRIVATE LIMITED,Maharashtra,2020-01-21,10
U18209MH2020PTC336360,FINE EXIME PRIVATE LIMITED,Maharashtra,2020-01-21,10
U24100MH2020PTC336380,ORGETIC HEALTH CARE PRIVATE LIMITED,Maharashtra,2020-01-21,10
U74999PN2020PTC189259,LIFEWAY FACILITY MANAGEMENT SERVICESPRIVATE LIMITED,Maharashtra,2020-01-21,10
U74999PN2020PTC189270,HOSPICARE INDUSTRIES PRIVATE LIMITED,Maharashtra,2020-01-21,10
U74999PN2020PTC189274,SHREE CHINTAMANI AUTOMATION PRIVATELIMITED,Maharashtra,2020-01-21,10
U74999PN2020PTC189275,ALLABOUT SEAT PRIVATE LIMITED,Maharashtra,2020-01-21,10
U74999PN2020PTC189282,TATKARI INDUSTRIES PRIVATE LIMITED,Maharashtra,2020-01-21,10
U74999PN2020PTC189283,BIDBUDGET PARK PRIVATE LIMITED,Maharashtra,2020-01-21,10
U74999PN2020PTC189288,MYWINWAY TRADECORP PRIVATE LIMITED,Maharashtra,2020-01-21,10
U74999PN2020PTC189292,H24K SERVICES PRIVATE LIMITED,Maharashtra,2020-01-21,10
U74999PN2020PTC189297,HEROSE INTELLIGENCE SECURITY &FACILITIES INDIA PRIVATE LIMITED,Maharashtra,2020-01-21,10
U65929MH2020PLN336302,VSN NIDHI LIMITED,Maharashtra,2020-01-21,10
U65929PN2020PLN189276,VGOLD NIDHI LIMITED,Maharashtra,2020-01-21,10
U65990MH2020PLN336303,DEVA SHRI SWAMI SAMARTH URBAN MULTIPLENIDHI LIMITED,Maharashtra,2020-01-21,10
U65990MH2020PLN336331,PRERANA URBAN MULTIPLE NIDHI LIMITED,Maharashtra,2020-01-21,10
U65990MH2020PLN336351,BHAGYAPRABHU NIDHI LIMITED,Maharashtra,2020-01-21,10
U65990MH2020PLN336358,TWARITA DEVI NIDHI LIMITED,Maharashtra,2020-01-21,10
U65990PN2020PLN189278,ARTHVRIKSHA NIDHI LIMITED,Maharashtra,2020-01-21,10
U50400PN2020PTC189298,KPALLY SALES PRIVATE LIMITED,Maharashtra,2020-01-21,10
U50404MH2020PTC336379,AUTO SALON CENTER PRIVATE LIMITED,Maharashtra,2020-01-21,10
U51100MH2020PTC336304,HALLMARK TRAEXIM INDIA PRIVATE LIMITED,Maharashtra,2020-01-21,10
U01100MH2020PTC336233,SHAMKIMATA GREEN PRODUCER COMPANYLIMITED,Maharashtra,2020-01-20,11
U74999MH2020OPC336271,MAULI FACILITY MANAGEMENT (OPC) PRIVATELIMITED,Maharashtra,2020-01-20,11
U01100MH2020PTC336264,SHINGANWADI AGRO PRODUCER COMPANYLIMITED,Maharashtra,2020-01-20,11
U74999MH2020PTC336230,ETIKAL PRIVATE LIMITED,Maharashtra,2020-01-20,11
U01100MH2020PTC336277,MANYAD FARMERS PRODUCER COMPANY LIMITED,Maharashtra,2020-01-20,11
U74999MH2020PTC336232,QUICK SERVICE AUTOMATION INDIA PRIVATELIMITED,Maharashtra,2020-01-20,11
U01114PN2020PTC189257,DAKKHAN AGRO FARMERS PRODUCER COMPANYLIMITED,Maharashtra,2020-01-20,11
U74999MH2020PTC336244,GANDHARVI IMPORT EXPORT PRIVATE LIMITED,Maharashtra,2020-01-20,11
U24110MH2020PTC336286,MYRA HEALTHCARE PRIVATE LIMITED,Maharashtra,2020-01-20,11
U74999MH2020PTC336250,LOARD'S VISION TRADING PRIVATE LIMITED,Maharashtra,2020-01-20,11
U24117PN2020PTC189240,TILLAGE AGROCHEMICALS PRIVATE LIMITED,Maharashtra,2020-01-20,11
U74999MH2020PTC336267,MYKARD ONLINE SERVICES PRIVATE LIMITED,Maharashtra,2020-01-20,11
U24200MH2020PTC336270,GULFMASTERS PRIVATE LIMITED,Maharashtra,2020-01-20,11
U74999MH2020PTC336281,TAQORA CREATIONS PRIVATE LIMITED,Maharashtra,2020-01-20,11
U24230MH2020PLC336263,STORIC PHARMA LIMITED,Maharashtra,2020-01-20,11
U74999MH2020PTC336284,NEWSPARSH MARKETING PRIVATE LIMITED,Maharashtra,2020-01-20,11
U24290MH2020PTC336295,QUIAGEN LIFE SCIENCES PRIVATE LIMITED,Maharashtra,2020-01-20,11
U74999MH2020PTC336285,PLENITUDE FINSERVE PRIVATE LIMITED,Maharashtra,2020-01-20,11
U70109MH2020PTC336276,KONSTRUCTWELL INDIA VENTURE PRIVATELIMITED,Maharashtra,2020-01-20,11
U74999MH2020PTC336288,SEA SHIP NAVIGATION PRIVATE LIMITED,Maharashtra,2020-01-20,11
U31905PN2020PTC189255,NEXON HARNESS PRIVATE LIMITED,Maharashtra,2020-01-20,11
U74999MH2020PTC336297,MOVIE DARBAR PRIVATE LIMITED,Maharashtra,2020-01-20,11
U31909MH2020PTC336248,MADANE MANUFACTURING PRIVATE LIMITED,Maharashtra,2020-01-20,11
U74999MH2020PTC336300,INDIS INTERNATIONAL ADVANCE AQUACULTUREAND FISHERIES PRIVATE LIMITED,Maharashtra,2020-01-20,11
U31909PN2020PTC189251,DB RENEWABLE ENERGY PRIVATE LIMITED,Maharashtra,2020-01-20,11
U74999MH2020PTC336301,YUGSHAKTI INFRAFIN ADVISORS PRIVATELIMITED,Maharashtra,2020-01-20,11
U74300MH2020PTC336241,R-SQUARE MARKETING ANALYTICS PRIVATELIMITED,Maharashtra,2020-01-20,11
U65991MH2020PLN336259,SHRI PRADHAN SATI RAM NIDHI LIMITED,Maharashtra,2020-01-20,11
U01400MH2020PTC336268,A1GREENSTAR FARMERS PRODUCER COMPANYLIMITED,Maharashtra,2020-01-20,11
U65992MH2020PTC336235,STARSECURE CHITS PRIVATE LIMITED,Maharashtra,2020-01-20,11
U01400PN2020PTC189243,MYSTIC INNOVATION AND EXPORT FARMERPRODUCER COMPANY LIMITED,Maharashtra,2020-01-20,11
U65999MH2020PLN336242,MAA VAISHANAV NIDHI LIMITED,Maharashtra,2020-01-20,11
U01409MH2020PTC336247,NEEHAO AGRO INDIA PRIVATE LIMITED,Maharashtra,2020-01-20,11
U65999MH2020PLN336249,JANLOK GRAMVIKAS URBAN MULTIPLE NIDHILIMITED,Maharashtra,2020-01-20,11
U01409PN2020PTC189248,BODHESHWAR KRUSHI UTPADAN PRODUCERCOMPANY LIMITED,Maharashtra,2020-01-20,11
U65999MH2020PLN336253,HOMESURE MUTUAL BENEFIT NIDHI LIMITED,Maharashtra,2020-01-20,11
U11100MH2020FTC336265,JOSHI TECHNOLOGIES INTERNATIONAL INDIAPRIVATE LIMITED,Maharashtra,2020-01-20,11
U65999MH2020PLN336256,SMARTWAY SANCHAY NIDHI LIMITED,Maharashtra,2020-01-20,11
U24299MH2020PTC336236,FRESHCLEAN CHEMICALS PRIVATE LIMITED,Maharashtra,2020-01-20,11
U65999MH2020PTC336262,IOSIS CAPITAL PRIVATE LIMITED,Maharashtra,2020-01-20,11
U25209MH2020PTC336290,SANTOSHI PACKAGING PRIVATE LIMITED,Maharashtra,2020-01-20,11
U65999PN2020PLN189254,SHRISIDDHIVINAYAK MULTIPLE URBAN NIDHILIMITED,Maharashtra,2020-01-20,11
U27101PN2020PTC189249,ARTOFAB INDIA PRIVATE LIMITED,Maharashtra,2020-01-20,11
U72900MH2020OPC336246,TECHZUKE SOFTWARE SERVICES (OPC) PRIVATELIMITED,Maharashtra,2020-01-20,11
U51310MH2020PTC336293,HK BASICS PRIVATE LIMITED,Maharashtra,2020-01-20,11
U72900MH2020PTC336240,PRAVESH PADMINABAI MADHAVRAO ADHAGALEINDIA PRIVATE LIMITED,Maharashtra,2020-01-20,11
U72200PN2020PTC189245,SOPHISTIC NETWORKS TECHNOLOGIES PRIVATELIMITED,Maharashtra,2020-01-20,11
U72900MH2020PTC336266,TABXO INNOVATIONS PRIVATE LIMITED,Maharashtra,2020-01-20,11
U93000PN2020PTC189246,TRADEBOSS IMPEX PRIVATE LIMITED,Maharashtra,2020-01-20,11
U72900MH2020PTC336273,ANAHA HEALTHTECH PRIVATE LIMITED,Maharashtra,2020-01-20,11
U93090MH2020PTC336261,BEING GLORIOUS PRIVATE LIMITED,Maharashtra,2020-01-20,11
U72900MH2020PTC336287,DIGGET TECHNOLOGIES PRIVATE LIMITED,Maharashtra,2020-01-20,11
U15132MH2020PTC336258,SPICES SCIENCE PRIVATE LIMITED,Maharashtra,2020-01-20,11
U72900PN2020PTC189244,VMCUBE LABS PRIVATE LIMITED,Maharashtra,2020-01-20,11
U55209MH2020PTC336243,MIDAS FOOD OVERSEAS PRIVATE LIMITED,Maharashtra,2020-01-20,11
U18109MH2020PTC336298,BOOM JNS PRIVATE LIMITED,Maharashtra,2020-01-20,11
U55209MH2020PTC336282,ZHONGHUI HOTEL MANAGEMENT PRIVATELIMITED,Maharashtra,2020-01-20,11
U18202MH2020PTC336292,AAMIR ZARIWALA PRIVATE LIMITED,Maharashtra,2020-01-20,11
U85300MH2020NPL336291,ECONSUS FOUNDATION,Maharashtra,2020-01-20,11
U20231PN2020PTC189253,MATERE PACKAGING INDUSTRIES PRIVATELIMITED,Maharashtra,2020-01-20,11
U85300PN2020NPL189239,BEINGWITHYOU HELP FOUNDATION,Maharashtra,2020-01-20,11
U52100MH2020PTC336252,HARDI TRADE SOLUTIONS PRIVATE LIMITED,Maharashtra,2020-01-20,11
U85300PN2020NPL189242,SWANAND CHARITABLE FOUNDATION,Maharashtra,2020-01-20,11
U74999PN2020PTC189241,EASY COWORK COMMUNITY PRIVATE LIMITED,Maharashtra,2020-01-20,11
U92490MH2020PTC336231,VIJAY DAYAL AUDIO TECH PRIVATE LIMITED,Maharashtra,2020-01-20,11
U74999PN2020PTC189250,KGRB TRADERS PRIVATE LIMITED,Maharashtra,2020-01-20,11
U52599MH2020PTC336254,VIHA INVENTURE PRIVATE LIMITED,Maharashtra,2020-01-20,11
U74999PN2020PTC189256,SAANVI PG SERVICES PRIVATE LIMITED,Maharashtra,2020-01-20,11
U52609MH2020PTC336237,GUOZHONG INTERNATIONAL PRIVATE LIMITED,Maharashtra,2020-01-20,11
U65929MH2020PTC336279,PAPER STONE FOREX PRIVATE LIMITED,Maharashtra,2020-01-20,11
U52609MH2020PTC336299,SRI ENTERPRISES PRIVATE LIMITED,Maharashtra,2020-01-20,11
U65929PN2020PTC189252,HEXAGONAL FINANCIAL SERVICES PRIVATELIMITED,Maharashtra,2020-01-20,11
U80102MH2020NPL336251,IIFLW CSR FOUNDATION,Maharashtra,2020-01-20,11
U65990MH2020PTC336260,MAXFINS FINSERVE PRIVATE LIMITED,Maharashtra,2020-01-20,11
U80902MH2020PTC336283,VISHWA EDUCATION PRIVATE LIMITED,Maharashtra,2020-01-20,11
U45309MH2020PTC336245,PURAM ASSOCIATES PRIVATE LIMITED,Maharashtra,2020-01-20,11
U80902PN2020OPC189258,NESTER CAREER CONSULTING (OPC) PRIVATELIMITED,Maharashtra,2020-01-20,11
U45309MH2020PTC336289,ARKADE SPACES PRIVATE LIMITED,Maharashtra,2020-01-20,11
U85100MH2020PTC336257,SWIFT DIAGNOSTICS PRIVATE LIMITED,Maharashtra,2020-01-20,11
U45500MH2020PTC336255,PURANDAR HI-TECH SERVICES PRIVATELIMITED,Maharashtra,2020-01-20,11
U34300MH2020PTC336269,SPYEV SOLUTIONS PRIVATE LIMITED,Maharashtra,2020-01-20,11
U50404MH2020PTC336275,EV PARTH MOTORS PRIVATE LIMITED,Maharashtra,2020-01-20,11
U36990MH2020PTC336239,CALEARO ANTENNE INDIA PRIVATE LIMITED,Maharashtra,2020-01-20,11
U74910MH2020PTC336238,MIT'S FACILITY SOLUTIONS PRIVATE LIMITED,Maharashtra,2020-01-20,11
U17299MH2020PTC336294,EXCLUSIVE LINEN FABRIC PRIVATE LIMITED,Maharashtra,2020-01-20,11
U17299MH2020PTC336296,GREEN LABEL & TRIMS PRIVATE LIMITED,Maharashtra,2020-01-20,11
U17309MH2020PTC336280,BELEXY ONLINE RETAIL AND MARKETINGPRIVATE LIMITED,Maharashtra,2020-01-20,11
U18101MH2020PTC336272,KETKI EXPORT PRIVATE LIMITED,Maharashtra,2020-01-20,11
U18104MH2020PTC336234,BIESTA HOSPITALITY & SERVICES PRIVATELIMITED,Maharashtra,2020-01-20,11
U51909MH2020OPC336274,FREESIA EXPORTS (OPC) PRIVATE LIMITED,Maharashtra,2020-01-20,11
U51909MH2020PTC336278,SHEWA SPEECH & HEARING PRIVATE LIMITED,Maharashtra,2020-01-20,11
U74999MH2020OPC336212,KPRA CLEANING SERVICES (OPC) PRIVATELIMITED,Maharashtra,2020-01-17,12
U70100PN2020PTC189234,ASUNTO SERVICES PRIVATE LIMITED,Maharashtra,2020-01-17,12
U74999MH2020PTC336179,VIPARKIT SOLUTIONS PRIVATE LIMITED,Maharashtra,2020-01-17,12
U45200MH2020PTC336182,SRISTI CONSTRUCTION SERVICES PRIVATELIMITED,Maharashtra,2020-01-17,12
U74999MH2020PTC336181,S&R SECURITY MANAGEMENT AND SERVICESPRIVATE LIMITED,Maharashtra,2020-01-17,12
U93090MH2020PTC336224,MONOSHA SECURITY & ALLIED SERVICESPRIVATE LIMITED,Maharashtra,2020-01-17,12
U74999MH2020PTC336183,RACV ADVISORY PRIVATE LIMITED,Maharashtra,2020-01-17,12
U15100MH2020PTC336205,MANNAMAN TRADING PRIVATE LIMITED,Maharashtra,2020-01-17,12
U74999MH2020PTC336198,SCORE11 FANTASY INDIA PRIVATE LIMITED,Maharashtra,2020-01-17,12
U15132MH2020PTC336193,ALLEARTH ORGANIC FOODS PRIVATE LIMITED,Maharashtra,2020-01-17,12
U74999MH2020PTC336201,EMPOWER SECURITIES AND MULTISERVICESPRIVATE LIMITED,Maharashtra,2020-01-17,12
U15400PN2020PTC189236,SHAUK FARMAIYE PRIVATE LIMITED,Maharashtra,2020-01-17,12
U74999MH2020PTC336213,BEYOND CREATION PRIVATE LIMITED,Maharashtra,2020-01-17,12
U63000MH2020PTC336227,TERNA TRAVEL SERVICES PRIVATE LIMITED,Maharashtra,2020-01-17,12
U74999MH2020PTC336216,FRIXTY SIGN PRODUCTION PRIVATE LIMITED,Maharashtra,2020-01-17,12
U63030MH2020PTC336194,WISHINGGO VENTURES PRIVATE LIMITED,Maharashtra,2020-01-17,12
U74999MH2020PTC336217,CHATSIGNAL PRIVATE LIMITED,Maharashtra,2020-01-17,12
U63032MH2020PTC336180,KOTAK MULTILINK LOGISTIX PRIVATE LIMITED,Maharashtra,2020-01-17,12
U74999MH2020PTC336221,KALL INDIA TRADING PRIVATE LIMITED,Maharashtra,2020-01-17,12
U85300MH2020NPL336178,INTEGRATED EMPOWERMENT FOUNDATION,Maharashtra,2020-01-17,12
U74999MH2020PTC336225,COVERKARLO PRIVATE LIMITED,Maharashtra,2020-01-17,12
U85300MH2020NPL336195,MAYA FOOD FOUNDATION,Maharashtra,2020-01-17,12
U65999MH2020PTC336190,SAWALA HARI HARI CHIT FUND PRIVATELIMITED,Maharashtra,2020-01-17,12
U85300MH2020NPL336196,MAZHARI FOUNDATION,Maharashtra,2020-01-17,12
U65999MH2020PTC336211,EVEREST FINANCE AND INVESTMENTS PRIVATELIMITED,Maharashtra,2020-01-17,12
U85300MH2020NPL336197,SANITARY WASTE AWARENESS GUILD INDIAFOUNDATION,Maharashtra,2020-01-17,12
U65999PN2020PTC189228,REPAYES BHISHI CHIT PRIVATE LIMITED,Maharashtra,2020-01-17,12
U85300MH2020NPL336208,ASSOCIATION OF INDIAN FACILITYMANAGEMENT PROVIDERS,Maharashtra,2020-01-17,12
U72900MH2020PTC336199,EUPHORICSOFTETCH PRIVATE LIMITED,Maharashtra,2020-01-17,12
U85300PN2020NPL189230,UTILITY HUMAN FOUNDATION,Maharashtra,2020-01-17,12
U72900MH2020PTC336200,LINARYCODE PRIVATE LIMITED,Maharashtra,2020-01-17,12
U85300PN2020NPL189238,CYRUS POONAWALLA FOUNDATION,Maharashtra,2020-01-17,12
U72900PN2020PTC189219,TEQTIS IT SYSTEMS PRIVATE LIMITED,Maharashtra,2020-01-17,12
U92419MH2020OPC336207,PANDIANS MARATHON ACADEMY (OPC) PRIVATELIMITED,Maharashtra,2020-01-17,12
U72900PN2020PTC189227,BLACKPOLLWARBLER TECHNOLOGIES PRIVATELIMITED,Maharashtra,2020-01-17,12
U92490MH2020PTC336229,AYASAT MEDIA PRIVATE LIMITED,Maharashtra,2020-01-17,12
U72900PN2020PTC189237,INNOVATION DIGIALPS PRIVATE LIMITED,Maharashtra,2020-01-17,12
U52520PN2020PTC189225,MUNCHESTER EXPORTS PRIVATE LIMITED,Maharashtra,2020-01-17,12
U73100PN2020PTC189221,MARKET GROWTH INSIGHT PRIVATE LIMITED,Maharashtra,2020-01-17,12
U52609MH2020PTC336188,SEAWOODS ORGANIC STORE PRIVATE LIMITED,Maharashtra,2020-01-17,12
U45201MH2020PTC336191,SHAKTI TECHNOVATION PRIVATE LIMITED,Maharashtra,2020-01-17,12
U55100MH2020PTC336184,BODHIVRUKSH HOTELS PRIVATE LIMITED,Maharashtra,2020-01-17,12
U45201MH2020PTC336226,SERENCITY SPACES PRIVATE LIMITED,Maharashtra,2020-01-17,12
U55101PN2020PTC189217,CHEFIELD FOODWORKS PRIVATE LIMITED,Maharashtra,2020-01-17,12
U18109MH2020PTC336214,MOGGHA ONLINE TRADING PRIVATE LIMITED,Maharashtra,2020-01-17,12
U55202MH2020PTC336189,SAAM & SUN HOSPITALITY PRIVATE LIMITED,Maharashtra,2020-01-17,12
U19116MH2020PTC336223,MST IMPEX PRIVATE LIMITED,Maharashtra,2020-01-17,12
U80903MH2020PTC336215,INGENIUMN CONSULTING PRIVATE LIMITED,Maharashtra,2020-01-17,12
U21014MH2020PTC336186,ARVIND AND SONS PAKAGING PRIVATE LIMITED,Maharashtra,2020-01-17,12
U80904PN2020PTC189235,BLOOMDSHIELD PRIVATE LIMITED,Maharashtra,2020-01-17,12
U52190MH2020PTC336206,PAYSTYLE MARKETING PRIVATE LIMITED,Maharashtra,2020-01-17,12
U85100PN2020NPL189224,SOU. MEENA CHAVAN WELFARE FOUNDATION,Maharashtra,2020-01-17,12
U74999PN2020PTC189214,SIDDHIVINAYAK CORPORATE SOLUTIONS (I)PRIVATE LIMITED,Maharashtra,2020-01-17,12
U36910MH2020PTC336218,YUG GLOBAL PRIVATE LIMITED,Maharashtra,2020-01-17,12
U74999PN2020PTC189220,AMBROASIAN RESEARCH & DEVELOPMENTPRIVATE LIMITED,Maharashtra,2020-01-17,12
U36999MH2020PTC336202,VSP CROP SCIENCE PRIVATE LIMITED,Maharashtra,2020-01-17,12
U74999PN2020PTC189233,BMG ENGINEERING INDIA PRIVATE LIMITED,Maharashtra,2020-01-17,12
U40100MH2020PTC336210,PARIMAL (ELECTRICAL) SERVICES PRIVATELIMITED,Maharashtra,2020-01-17,12
U65990PN2020PLN189218,SAIANAND NIDHI LIMITED,Maharashtra,2020-01-17,12
U15549PN2020PTC189222,SAIBA AMRUTTULYA PRIVATE LIMITED,Maharashtra,2020-01-17,12
U45209PN2020PTC189211,AGCON PROJECTS PRIVATE LIMITED,Maharashtra,2020-01-17,12
U17309MH2020PTC336228,VANDAAN FASHION INDIA PRIVATE LIMITED,Maharashtra,2020-01-17,12
U45209PN2020PTC189216,DREAMSTAR BUILDCON PRIVATE LIMITED,Maharashtra,2020-01-17,12
U51909MH2020PTC336203,MYRACATLITTER PRIVATE LIMITED,Maharashtra,2020-01-17,12
U45309MH2020PTC336204,UNITAS VENTURES PRIVATE LIMITED,Maharashtra,2020-01-17,12
U51909MH2020PTC336220,VET PRANCE PRIVATE LIMITED,Maharashtra,2020-01-17,12
U45309PN2020PTC189212,AZKA BUILDERS AND DEVELOPERS PRIVATELIMITED,Maharashtra,2020-01-17,12
U01100PN2020PTC189229,OMCHAITANYA SHETKARI UTPADAN PRODUCERCOMPANY LIMITED,Maharashtra,2020-01-17,12
U45400MH2020PTC336192,ZITECH CONSULTING ENGINEERS PRIVATELIMITED,Maharashtra,2020-01-17,12
U01111PN2020PTC189215,UNIFRONT MULTISERVICES PRIVATE LIMITED,Maharashtra,2020-01-17,12
U45400MH2020PTC336222,SSHD ENGINEERING PRIVATE LIMITED,Maharashtra,2020-01-17,12
U01119PN2020PTC189213,KISANVIKAS MAHILA FARMERS PRODUCERCOMPANY LIMITED,Maharashtra,2020-01-17,12
U45400PN2020PTC189223,SEPADU PROJECTS PRIVATE LIMITED,Maharashtra,2020-01-17,12
U28994MH2020PTC336209,KINGLY VENTURES PRIVATE LIMITED,Maharashtra,2020-01-17,12
U74995MH2020PTC336185,INDACE PROPERTIES PRIVATE LIMITED,Maharashtra,2020-01-17,12
U28999PN2020PTC189226,GRANDCHRISLER ENGINEERING INDIA PRIVATELIMITED,Maharashtra,2020-01-17,12
U29100PN2020PTC189231,YASHODA POLYTECH IRRIGATION SYSTEMPRIVATE LIMITED,Maharashtra,2020-01-17,12
U31909PN2020PTC189232,TECH INDIA ELECTROSOLUTIONS PRIVATELIMITED,Maharashtra,2020-01-17,12
U01409MH2020PTC336187,KHETIWALA BIO SCIENCE PRIVATE LIMITED,Maharashtra,2020-01-17,12
U51229MH2020PTC336219,MUNAZZAM IMPEX PRIVATE LIMITED,Maharashtra,2020-01-17,12
U74999MH2020PTC336122,SR BUSINESS SOLUTIONS PRIVATE LIMITED,Maharashtra,2020-01-16,13
U01100MH2020PTC336162,NASHIK'S BALAJI NURSERY PRIVATE LIMITED,Maharashtra,2020-01-16,13
U74999MH2020PTC336127,SAATHI BULLIONS AND JEWELLERY PRIVATELIMITED,Maharashtra,2020-01-16,13
U24110MH2020PTC336120,AMRUTTAM TATTVA PRIVATE LIMITED,Maharashtra,2020-01-16,13
U74999MH2020PTC336132,WARG TECHNOLOGIES PRIVATE LIMITED,Maharashtra,2020-01-16,13
U24113MH2020PTC336124,GREENOVATE TECHNOLOGIES PRIVATE LIMITED,Maharashtra,2020-01-16,13
U74999MH2020PTC336135,SEVEN ELEVEN EXPO PRIVATE LIMITED,Maharashtra,2020-01-16,13
U24239MH2020PTC336155,NEUTRICIENT BIOLOGICALS PRIVATE LIMITED,Maharashtra,2020-01-16,13
U74999MH2020PTC336145,ONE UNIVERSE MEDIA VENTURES PRIVATELIMITED,Maharashtra,2020-01-16,13
U70109PN2020PTC189191,PROPRISE PROPERTY CONSULTING PRIVATELIMITED,Maharashtra,2020-01-16,13
U74999MH2020PTC336146,VIPRABHARAT PRIVATE LIMITED,Maharashtra,2020-01-16,13
U70109PN2020PTC189207,M.DATTA AVENUE PRIVATE LIMITED,Maharashtra,2020-01-16,13
U74999MH2020PTC336149,FACTFINDER SCREENING PRIVATE LIMITED,Maharashtra,2020-01-16,13
U27320MH2020PTC336163,SRIARIHANT ROOFING SOLUTIONS PRIVATELIMITED,Maharashtra,2020-01-16,13
U74999MH2020PTC336151,ONEB ADVISORS PRIVATE LIMITED,Maharashtra,2020-01-16,13
U28994PN2020PTC189196,ASPER ENTERPRISES INDIA PRIVATE LIMITED,Maharashtra,2020-01-16,13
U74999MH2020PTC336152,YARN ROADS PRIVATE LIMITED,Maharashtra,2020-01-16,13
U70109MH2020PTC336134,ARVACHIN CONSTRUCTION SERVICES PRIVATELIMITED,Maharashtra,2020-01-16,13
U74999MH2020PTC336158,NIMSSWIZ CERTIFICATIONS PRIVATE LIMITED,Maharashtra,2020-01-16,13
U70109MH2020PTC336142,ONLY EMI VENTURES INDIA PRIVATE LIMITED,Maharashtra,2020-01-16,13
U74999MH2020PTC336161,T3 MOBIPLEXES PRIVATE LIMITED,Maharashtra,2020-01-16,13
U70109MH2020PTC336160,KGTA VENTURES PRIVATE LIMITED,Maharashtra,2020-01-16,13
U74999MH2020PTC336164,WAPPZO INFOTECH PRIVATE LIMITED,Maharashtra,2020-01-16,13
U29308PN2020PTC189186,MIH ENGINEERING PRIVATE LIMITED,Maharashtra,2020-01-16,13
U74999MH2020PTC336166,FUTURE LIGHTING SOLUTIONS PRIVATELIMITED,Maharashtra,2020-01-16,13
U31900PN2020PTC189197,VISTRON OPTOELECTRONICS PRIVATE LIMITED,Maharashtra,2020-01-16,13
U74999MH2020PTC336171,1 DEFENCE SECURITY SOLUTIONS PRIVATELIMITED,Maharashtra,2020-01-16,13
U74210MH2020PTC336128,CITY BUILDESIGN PRIVATE LIMITED,Maharashtra,2020-01-16,13
U74999MH2020PTC336173,BHARAVI GLOBAL HUMAN SERVICE PRIVATELIMITED,Maharashtra,2020-01-16,13
U01409PN2020PTC189198,VITHAIAGRO PRODUCER COMPANY LIMITED,Maharashtra,2020-01-16,13
U65999MH2020PLN336176,SRISANT SAVATA URBAN MULTIPURPOSE NIDHILIMITED,Maharashtra,2020-01-16,13
U24303MH2020PTC336177,FIGARO LABORATORY PRIVATE LIMITED,Maharashtra,2020-01-16,13
U72900MH2020PTC336148,RATNAI INFOTECH PRIVATE LIMITED,Maharashtra,2020-01-16,13
U24304MH2020PTC336144,VAIKUNTHA INTERMEDIATES PRIVATE LIMITED,Maharashtra,2020-01-16,13
U72900MH2020PTC336168,HIVESOFTECH VENTURES INTERNATIONALPRIVATE LIMITED,Maharashtra,2020-01-16,13
U72200MH2020PTC336153,NYSA TECH SOLUTIONS PRIVATE LIMITED,Maharashtra,2020-01-16,13
U72900MH2020PTC336170,NEXUS GLOBAL SOLUTIONS PRIVATE LIMITED,Maharashtra,2020-01-16,13
U72200PN2020PTC189208,VALUEDIFY DIGITAL SOLUTIONS PRIVATELIMITED,Maharashtra,2020-01-16,13
U72900PN2020PTC189194,EASYPLAN FINTECH SOLUTIONS PRIVATELIMITED,Maharashtra,2020-01-16,13
U93090MH2020PTC336123,OYE ITS PRANK PRIVATE LIMITED,Maharashtra,2020-01-16,13
U72900PN2020PTC189209,FOSTERBELL TECHNOLOGIES PRIVATE LIMITED,Maharashtra,2020-01-16,13
U15134PN2020PTC189200,MATTERHORN TECHNOLOGIES PRIVATE LIMITED,Maharashtra,2020-01-16,13
U72900PN2020PTC189210,BIENCAPS SYSTEMS PRIVATE LIMITED,Maharashtra,2020-01-16,13
U15490PN2020PTC189193,YOGEE PROCESS FOOD PRIVATE LIMITED,Maharashtra,2020-01-16,13
U73100MH2020PTC336143,IPKINECT INNOVATIONS PRIVATE LIMITED,Maharashtra,2020-01-16,13
U60221MH2020PTC336131,JAY AMBE TRANSPORT PRIVATE LIMITED,Maharashtra,2020-01-16,13
U73200PN2020PTC189188,INTERNATIONAL INSTITUTE OF INNOVATIONAND TECH. EXCELLENCE PRIVATE LIMITED,Maharashtra,2020-01-16,13
U63030MH2020PTC336133,LAUFEN LOGISTICS PRIVATE LIMITED,Maharashtra,2020-01-16,13
U45201MH2020PTC336121,FRIENDS BUILDILITY PRIVATE LIMITED,Maharashtra,2020-01-16,13
U63030MH2020PTC336137,ARS AIRPORT HANDLING SERVICES PRIVATELIMITED,Maharashtra,2020-01-16,13
U45201PN2020PTC189199,WEVOLVE PROJECTS TRIMURTI EARTHMOVERSPRIVATE LIMITED,Maharashtra,2020-01-16,13
U85300MH2020NPL336129,UNDERTRIAL WELFARE ASSOCIATION,Maharashtra,2020-01-16,13
U45203PN2020PTC189195,KMP INFRASTRUCTURE SOLUTIONS PRIVATELIMITED,Maharashtra,2020-01-16,13
U85300MH2020NPL336169,SAHAKAR DEOGIRI FOUNDATION,Maharashtra,2020-01-16,13
U18109MH2020PTC336141,VAISHALI S THREADSTORIES PRIVATE LIMITED,Maharashtra,2020-01-16,13
U92490MH2020PTC336172,WHAT WORKS STUDIOS PRIVATE LIMITED,Maharashtra,2020-01-16,13
U52200PN2020PTC189189,SLAINTE PRIVATE LIMITED,Maharashtra,2020-01-16,13
