corporate_identification_number,company_name,registered_state,date,rank
U52399MH2020PTC336492,ANI HERBAL & COSMETICS PRIVATE LIMITED,Maharashtra,2020-01-23,8
U74999PN2020OPC189369,TALENT BLUSH (OPC) PRIVATE LIMITED,Maharashtra,2020-01-23,8
U74999PN2020PTC189346,AMOGH WORLDWIDE IMPEX PRIVATE LIMITED,Maharashtra,2020-01-23,8
U74999PN2020PTC189350,MUMMYMEALS CATERING PRIVATE LIMITED,Maharashtra,2020-01-23,8
U74999PN2020PTC189351,AAROGYADHANAM VEGFRUITS AND FOODSPRIVATE LIMITED,Maharashtra,2020-01-23,8
U74999PN2020PTC189352,IQS VISION PRIVATE LIMITED,Maharashtra,2020-01-23,8
U74999PN2020PTC189359,DPR GEOGRAPHICAL SERVICES PRIVATELIMITED,Maharashtra,2020-01-23,8
U74999PN2020PTC189360,JM CAPITAL SOLUTIONS PRIVATE LIMITED,Maharashtra,2020-01-23,8
U74999PN2020PTC189372,AMBULATE INDIA PRIVATE LIMITED,Maharashtra,2020-01-23,8
U65190MH2020NPL336489,MANAV UNNATI MICRO-BENEFITS FOUNDATION,Maharashtra,2020-01-23,8
U65990MH2020PLN336533,BHN NIDHI LIMITED,Maharashtra,2020-01-23,8
U65990MH2020PLN336537,MSBURBAN NIDHI LIMITED,Maharashtra,2020-01-23,8
U45400MH2020OPC336524,NISTHA CONSTRUWELL AND AGRO (OPC)PRIVATE LIMITED,Maharashtra,2020-01-23,8
U72501MH2020PTC336483,ONEDESIN MARKETING PRIVATE LIMITED,Maharashtra,2020-01-23,8
U50100MH2020PTC336538,SHREEAUTO DEAL TRADER PRIVATE LIMITED,Maharashtra,2020-01-23,8
U50100PN2020PTC189357,WHEELSPA PRIVATE LIMITED,Maharashtra,2020-01-23,8
U74920MH2020OPC336481,AMANVEER SECURITIES (OPC) PRIVATELIMITED,Maharashtra,2020-01-23,8
U74920PN2020PTC189371,SECURA SYSTEM AND SERVICES PRIVATELIMITED,Maharashtra,2020-01-23,8
U74994MH2020PTC336497,PRAGYAN TECH SERVICES PRIVATE LIMITED,Maharashtra,2020-01-23,8
U01100MH2020PTC336415,PANDHARKAWADA FARMER PRODUCER COMPANYLIMITED,Maharashtra,2020-01-22,9
U74999MH2020FTC336430,LEVRARA CONSULTING INDIA PRIVATE LIMITED,Maharashtra,2020-01-22,9
U01100MH2020PTC336464,BHOSALE BIO ENERGY PRIVATE LIMITED,Maharashtra,2020-01-22,9
U74999MH2020OPC336398,FINNOLOGIC CONSULTING (OPC) PRIVATELIMITED,Maharashtra,2020-01-22,9
U01100PN2020PTC189309,ATHARVRAJ AGRO INNOVATION AND EXPORTFARMERS PRODUCER COMPANY LIMITED,Maharashtra,2020-01-22,9
U74999MH2020PTC336386,NATIVE SS RESEARCH PRIVATE LIMITED,Maharashtra,2020-01-22,9
U01100PN2020PTC189323,DEORAI FARMS AND AGRO PRIVATE LIMITED,Maharashtra,2020-01-22,9
U74999MH2020PTC336391,DESH VIDESH RECRUITMENT PRIVATE LIMITED,Maharashtra,2020-01-22,9
U01114PN2020PTC189320,JAMKHED-KARJAT KRUSHI PRODUCER COMPANYLIMITED,Maharashtra,2020-01-22,9
U74999MH2020PTC336405,DRIZZLING CAPITAL ADVISORY PRIVATELIMITED,Maharashtra,2020-01-22,9
U24119MH2020PTC336467,AVICURA PHARMACEUTICALS PRIVATE LIMITED,Maharashtra,2020-01-22,9
U74999MH2020PTC336409,HARSH PRANJAL INSTRUMEMT & POWER PRIVATELIMITED,Maharashtra,2020-01-22,9
U24121MH2020PTC336426,PHS LIFE SCIENCES PRIVATE LIMITED,Maharashtra,2020-01-22,9
U74999MH2020PTC336414,ARTH NITI SALLAGAR PRIVATE LIMITED,Maharashtra,2020-01-22,9
U24290MH2020PTC336416,ANSHUL INNOVATIVE CHEMISTRY PRIVATELIMITED,Maharashtra,2020-01-22,9
U74999MH2020PTC336421,SHIVNERI EMPOWER PRIVATE LIMITED,Maharashtra,2020-01-22,9
U27320MH2020PTC336403,DHAMALIKA MULTIVENTURES PRIVATE LIMITED,Maharashtra,2020-01-22,9
U74999MH2020PTC336423,INTERNATIONAL NAVAL SERVICES INDIAPRIVATE LIMITED,Maharashtra,2020-01-22,9
U27320PN2020PTC189311,FABRISH ENGINEERING PRIVATE LIMITED,Maharashtra,2020-01-22,9
U74999MH2020PTC336434,RED SQUIRREL COMMUNICATIONS PRIVATELIMITED,Maharashtra,2020-01-22,9
U70109MH2020PTC336447,VITHOBHA SMRUTI LAND DEVELOPERS PRIVATELIMITED,Maharashtra,2020-01-22,9
U74999MH2020PTC336436,DIGERATIE TCX PRIVATE LIMITED,Maharashtra,2020-01-22,9
U29309PN2020PTC189322,UNIVERSALFORCES INDUSTRIES PRIVATELIMITED,Maharashtra,2020-01-22,9
U74999MH2020PTC336438,SILVERLINE POWER STATION PRIVATE LIMITED,Maharashtra,2020-01-22,9
U74300MH2020PTC336401,ADD MY AD PRIVATE LIMITED,Maharashtra,2020-01-22,9
U74999MH2020PTC336439,BALAJI TECHNO SYSTEMS PRIVATE LIMITED,Maharashtra,2020-01-22,9
U05000MH2020PTC336444,SONAI FISHERIES AGRO PRIVATE LIMITED,Maharashtra,2020-01-22,9
U74999MH2020PTC336452,DELTA MEP (INDIA) PRIVATE LIMITED,Maharashtra,2020-01-22,9
U24299PN2020PTC189325,KARVEER MEDITECH PRIVATE LIMITED,Maharashtra,2020-01-22,9
U74999MH2020PTC336459,LAKEWATER FOODS PRIVATE LIMITED,Maharashtra,2020-01-22,9
U24304MH2020PTC336463,ELVER PHARMACEUTICAL PRIVATE LIMITED,Maharashtra,2020-01-22,9
U74999MH2020PTC336465,WEST WELT PRIVATE LIMITED,Maharashtra,2020-01-22,9
U25209PN2020PTC189337,SAS POLYMERS PRIVATE LIMITED,Maharashtra,2020-01-22,9
U74999MH2020PTC336466,MMI MOBILITY PRIVATE LIMITED,Maharashtra,2020-01-22,9
U93090MH2020NPL336443,S.G. INDIA FOUNDATION,Maharashtra,2020-01-22,9
U65999MH2020PLN336435,LATUR JANKALYAN NIDHI LIMITED,Maharashtra,2020-01-22,9
U93090MH2020PTC336399,INCENTER BUSINESS SOLUTION PRIVATELIMITED,Maharashtra,2020-01-22,9
U65999PN2020PLN189317,DHANKRANTI URBAN NIDHI LIMITED,Maharashtra,2020-01-22,9
U93090MH2020PTC336468,RAAYA MUSICAL PRIVATE LIMITED,Maharashtra,2020-01-22,9
U67110MH2020PTC336385,KS SHYAM BROKER PRIVATE LIMITED,Maharashtra,2020-01-22,9
U93090PN2020PTC189318,SERVICE 1ST BPM PRIVATE LIMITED,Maharashtra,2020-01-22,9
U72900MH2020FTC336419,HIGHFOX PRIVATE LIMITED,Maharashtra,2020-01-22,9
U14290MH2020PTC336437,ADSKV INFRA PRIVATE LIMITED,Maharashtra,2020-01-22,9
U72900MH2020PTC336382,KINCENTIVE VENTURES PRIVATE LIMITED,Maharashtra,2020-01-22,9
U15490MH2020PTC336460,D.R. JADHAV FOODS PRIVATE LIMITED,Maharashtra,2020-01-22,9
U72900MH2020PTC336388,HIPAAS INFOTECH PRIVATE LIMITED,Maharashtra,2020-01-22,9
U55209MH2020PTC336390,T-LEAF SERVICES PRIVATE LIMITED,Maharashtra,2020-01-22,9
U72900MH2020PTC336395,IDIGITALISE CONSULTANCY PRIVATE LIMITED,Maharashtra,2020-01-22,9
U55209PN2020OPC189312,RETINUE RESTAURANTS (OPC) PRIVATELIMITED,Maharashtra,2020-01-22,9
U72900MH2020PTC336397,PIXBI TECH INDIA PRIVATE LIMITED,Maharashtra,2020-01-22,9
U61200MH2020PTC336455,FM GLOBAL LOGISTICS (BOMBAY) PRIVATELIMITED,Maharashtra,2020-01-22,9
U72900MH2020PTC336404,PROPDEPO TECHNOLOGIES PRIVATE LIMITED,Maharashtra,2020-01-22,9
U63030MH2020PTC336381,BRIJ MARINE SERVICES PRIVATE LIMITED,Maharashtra,2020-01-22,9
U72900MH2020PTC336410,NEIBRE TECHNOLOGY SERVICES PRIVATELIMITED,Maharashtra,2020-01-22,9
U63030MH2020PTC336449,GRAVITY HOLIDAYS PRIVATE LIMITED,Maharashtra,2020-01-22,9
U72900MH2020PTC336411,ANALOG DIGITAL MEDIA PRIVATE LIMITED,Maharashtra,2020-01-22,9
U63030PN2020OPC189338,NGS ONE TRAVEL (OPC) PRIVATE LIMITED,Maharashtra,2020-01-22,9
U72900MH2020PTC336425,PROFILE DATA CENTER SOLUTIONS PRIVATELIMITED,Maharashtra,2020-01-22,9
U63030PN2020PTC189324,BARON GLOBAL LOGISTICS PRIVATE LIMITED,Maharashtra,2020-01-22,9
U72900MH2020PTC336454,RAYVTECH SOLUTIONS AND CONSULTANTSPRIVATE LIMITED,Maharashtra,2020-01-22,9
U63030PN2020PTC189339,KARAN AIR AND CARGO PRIVATE LIMITED,Maharashtra,2020-01-22,9
U72900PN2020PTC189305,YNB TECHSOFT PRIVATE LIMITED,Maharashtra,2020-01-22,9
U63031MH2020PTC336453,LTXGO PRIVATE LIMITED,Maharashtra,2020-01-22,9
U72900PN2020PTC189306,REAL INSIGHT TECHNOLOGIES PRIVATELIMITED,Maharashtra,2020-01-22,9
U63040MH2020PTC336428,TRIPNAVIGATOR TRAVEL AND EVENTS PRIVATELIMITED,Maharashtra,2020-01-22,9
U72900PN2020PTC189310,EVENUS SECURITY SYSTEMS PRIVATE LIMITED,Maharashtra,2020-01-22,9
U85190MH2020PTC336417,DR WAKDES APOTHECARY PRIVATE LIMITED,Maharashtra,2020-01-22,9
U72900PN2020PTC189315,HAP INFOWEB PRIVATE LIMITED,Maharashtra,2020-01-22,9
U85300MH2020NPL336451,COTOC KARATE FOUNDATION,Maharashtra,2020-01-22,9
U72900PN2020PTC189335,TMB EPUBLISHERS PRIVATE LIMITED,Maharashtra,2020-01-22,9
U85300MH2020NPL336461,INVOTREE FOUNDATION,Maharashtra,2020-01-22,9
U72900PN2020PTC189342,ANY DIGITAL PRIVATE LIMITED,Maharashtra,2020-01-22,9
U85300PN2020NPL189308,GREEN IRA FOUNDATION,Maharashtra,2020-01-22,9
U73100MH2020PTC336448,KHOJ RESEARCH SOLUTIONS PRIVATE LIMITED,Maharashtra,2020-01-22,9
U85300PN2020NPL189314,INDRAYANI HOSPITAL AND CANCER RESEARCHFOUNDATION,Maharashtra,2020-01-22,9
U74140MH2020PTC336418,SUNIL HARSHE CONSULTANCY PRIVATE LIMITED,Maharashtra,2020-01-22,9
U85300PN2020NPL189319,WE AAZAD FOUNDATION,Maharashtra,2020-01-22,9
U74140MH2020PTC336469,NIJKRUPA CONSULTANTS PRIVATE LIMITED,Maharashtra,2020-01-22,9
U85300PN2020NPL189321,LYCEUM SOCIAL FOUNDATION,Maharashtra,2020-01-22,9
U74140PN2020PTC189331,NOWRISEUP BUSINESS SOLUTIONS PRIVATELIMITED,Maharashtra,2020-01-22,9
U85300PN2020NPL189333,SHRI GAIKWAD DNYANESHWAR FOUNDATION,Maharashtra,2020-01-22,9
U74140PN2020PTC189334,KPSG FINTAX PRIVATE LIMITED,Maharashtra,2020-01-22,9
U85320PN2020PTC189304,TEETHZZ HEALTHCARE PRIVATE LIMITED,Maharashtra,2020-01-22,9
U18109MH2020PTC336400,KALASH GOLD AND ORNAMENTS PRIVATELIMITED,Maharashtra,2020-01-22,9
U92410MH2020PTC336431,JUNGLE CUBS PRE-SPORTS EDUCATION PRIVATELIMITED,Maharashtra,2020-01-22,9
U21000PN2020PTC189340,VECCHIO INDUSTRIES PRIVATE LIMITED,Maharashtra,2020-01-22,9
U92490MH2020OPC336396,CANNON NEWS OF INDIA (OPC) PRIVATELIMITED,Maharashtra,2020-01-22,9
U21093PN2020PTC189307,SECUREPAK INDIA PRIVATE LIMITED,Maharashtra,2020-01-22,9
U92490MH2020PTC336424,IMAGINARY FILMS PRIVATE LIMITED,Maharashtra,2020-01-22,9
U21099MH2020PTC336387,RAASHA SPECIALITY COATING PRIVATELIMITED,Maharashtra,2020-01-22,9
U93000MH2020PTC336393,PHRIXOS ENTERTAINMENT PRIVATE LIMITED,Maharashtra,2020-01-22,9
U24100MH2020PTC336445,THERASIS LIVA PRIVATE LIMITED,Maharashtra,2020-01-22,9
U52520MH2020PTC336450,LOPHOPHORUS INTERNATIONAL PRIVATELIMITED,Maharashtra,2020-01-22,9
U74999PN2020PTC189313,FINECOAT INDUSTRIES PRIVATE LIMITED,Maharashtra,2020-01-22,9
U52609MH2020PTC336420,TVC HEALTH PRIVATE LIMITED,Maharashtra,2020-01-22,9
U74999PN2020PTC189332,INPROBIZ PRIVATE LIMITED,Maharashtra,2020-01-22,9
U80902MH2020PTC336441,AV GLOBAL OVERSEAS EDUCATION PRIVATELIMITED,Maharashtra,2020-01-22,9
U74999PN2020PTC189336,EZLEX CONSULTANTS PRIVATE LIMITED,Maharashtra,2020-01-22,9
U80902PN2020PTC189326,EUROPEAN INSTITUTE OF INTERNATIONALEDUCATION PRIVATE LIMITED,Maharashtra,2020-01-22,9
U64120MH2020PTC336457,UMBRELA TECHNOLOGY PRIVATE LIMITED,Maharashtra,2020-01-22,9
U80903MH2020PTC336389,TOTAL MIND SOLUTIONS PRIVATE LIMITED,Maharashtra,2020-01-22,9
U65929MH2020PLN336440,VITHAI URBAN MULTIPURPOSE NIDHI LIMITED,Maharashtra,2020-01-22,9
U80903MH2020PTC336402,STEM ICE EDUCATION PRIVATE LIMITED,Maharashtra,2020-01-22,9
U65929PN2020PLN189327,BRIGHTXPANSION URBAN NIDHI LIMITED,Maharashtra,2020-01-22,9
U80904PN2020PTC189343,MINDFINITY PRIVATE LIMITED,Maharashtra,2020-01-22,9
U65990MH2020PLN336406,SNL MULTIPURPOSE NIDHI LIMITED,Maharashtra,2020-01-22,9
U85100MH2020NPL336413,PAPERBALL FOUNDATION,Maharashtra,2020-01-22,9
U65990MH2020PLN336446,SHREE VYANKTESHWARA URBAN NIDHI LIMITED,Maharashtra,2020-01-22,9
U85100MH2020PTC336433,TRILINK DIAGNOSTICS PRIVATE LIMITED,Maharashtra,2020-01-22,9
U45209PN2020PTC189329,IMPASSIONED SERVICES PRIVATE LIMITED,Maharashtra,2020-01-22,9
U85100MH2020PTC336462,GADSING HEALTHCARE & EDUCATION PRIVATELIMITED,Maharashtra,2020-01-22,9
U45309MH2020PTC336471,SURFACEGOLD ENGINEERING PRIVATE LIMITED,Maharashtra,2020-01-22,9
U85110PN2020PTC189316,AASHIRWAD AAROGYA SERVICES PRIVATELIMITED,Maharashtra,2020-01-22,9
U45500MH2020PTC336427,KOTHARI INFRA ENTERPRISES PRIVATELIMITED,Maharashtra,2020-01-22,9
U35999MH2020FTC336407,HJ-AXLE INDIA MANUFACTURING PRIVATELIMITED,Maharashtra,2020-01-22,9
U45500MH2020PTC336470,SJKYBHARAT ENGINEERS PRIVATE LIMITED,Maharashtra,2020-01-22,9
U35999MH2020PTC336412,KLEAGLE INTERNATIONAL PRIVATE LIMITED,Maharashtra,2020-01-22,9
U74990MH2020PTC336422,UNIVA HEALTHCARE PRIVATE LIMITED,Maharashtra,2020-01-22,9
U36999MH2020PTC336456,INOFFICE PRODUCT PRIVATE LIMITED,Maharashtra,2020-01-22,9
U74994MH2020PTC336432,CINTYA PRIVATE LIMITED,Maharashtra,2020-01-22,9
U37200MH2020PTC336394,GREENCELL MARUDHARA PRIVATE LIMITED,Maharashtra,2020-01-22,9
U37200MH2020PTC336408,SEWASUVIDHA MANAGEMENT SERVICES PRIVATELIMITED,Maharashtra,2020-01-22,9
U37200PN2020PLC189330,TGS BIO ENGINEERS LIMITED,Maharashtra,2020-01-22,9
U40100MH2020PTC336392,DAMINI POWERS PRIVATE LIMITED,Maharashtra,2020-01-22,9
U17299MH2020PTC336383,PANDAO GINNING PRESSING INDUSTRIESPRIVATE LIMITED,Maharashtra,2020-01-22,9
U51909MH2020PTC336384,INCX PRIVATE LIMITED,Maharashtra,2020-01-22,9
U51909MH2020PTC336429,HROZEN AGRICULTURE AND FOODS PRIVATELIMITED,Maharashtra,2020-01-22,9
U51909MH2020PTC336442,NIMEMI GLOBLE IMPEX PRIVATE LIMITED,Maharashtra,2020-01-22,9
U51909PN2020PTC189328,TIANJIN EAST SUNSHINE IMPORT AND EXPORTPRIVATE LIMITED,Maharashtra,2020-01-22,9
U51909PN2020PTC189341,INMASYS TECHNOLOGIES PRIVATE LIMITED,Maharashtra,2020-01-22,9
U01100MH2020PTC336316,GODAKATHAGRO FARMERS PRODUCER COMPANYLIMITED,Maharashtra,2020-01-21,10
U67190PN2020PTC189299,RIDHAAN FINANCIAL SERVICES PRIVATELIMITED,Maharashtra,2020-01-21,10
U01100MH2020PTC336318,GOLDENRYN FARMER PRODUCER COMPANYLIMITED,Maharashtra,2020-01-21,10
U40300PN2020PTC189261,SILVELINE POWER STATION PRIVATE LIMITED,Maharashtra,2020-01-21,10
U01100MH2020PTC336328,GOLD-DECCAN FARMER PRODUCER COMPANYLIMITED,Maharashtra,2020-01-21,10
U72200MH2020PTC336306,PLONK TECHNOLOGY PRIVATE LIMITED,Maharashtra,2020-01-21,10
U01100MH2020PTC336333,SARKHANI FARMERS PRODUCER COMPANYLIMITED,Maharashtra,2020-01-21,10
U93000PN2020PTC189290,ORRGANIC ELEMENNT PRODUCTS PRIVATELIMITED,Maharashtra,2020-01-21,10
U01100MH2020PTC336341,PATLE AND SONS MILK AND MILK PRODUCTSPRIVATE LIMITED,Maharashtra,2020-01-21,10
U93030MH2020PTC336314,MANPOWER ARENA PRIVATE LIMITED,Maharashtra,2020-01-21,10
U01100MH2020PTC336363,DURDRUSHTI FARMERS PRODUCER COMPANYLIMITED,Maharashtra,2020-01-21,10
U93090MH2020PTC336311,FINTEN CONSULTANCY PRIVATE LIMITED,Maharashtra,2020-01-21,10
U01100MH2020PTC336371,SARWADNYA AGROTECH EXPORT FARMERPRODUCER COMPANY LIMITED,Maharashtra,2020-01-21,10
U93090MH2020PTC336329,MUMBAI INDUSTRIAL GUARDS PRIVATE LIMITED,Maharashtra,2020-01-21,10
U01100PN2020PTC189265,KHARDA KRUSHI PRODUCER COMPANY LIMITED,Maharashtra,2020-01-21,10
U15100PN2020PTC189303,EVERY FIFTY MILES FOOD & BEVERAGESPRIVATE LIMITED,Maharashtra,2020-01-21,10
U01100PN2020PTC189294,GREENTON TECHNOLOGIES PRIVATE LIMITED,Maharashtra,2020-01-21,10
U15136MH2020PTC336361,CLOUD RESTAURANT CONCEPTS PRIVATELIMITED,Maharashtra,2020-01-21,10
U01110MH2020PTC336310,PRATAPGAD AGRO PRIVATE LIMITED,Maharashtra,2020-01-21,10
U15200PN2020PTC189266,VARADLAXMI MILK AND NUTRIMENTS PRIVATELIMITED,Maharashtra,2020-01-21,10
U01110MH2020PTC336327,JAY MAHAVEER KRUSHI PRODUCER COMPANYLIMITED,Maharashtra,2020-01-21,10
U55209MH2020PTC336317,UTTAR DAKSHIN RESTAURANTS PRIVATELIMITED,Maharashtra,2020-01-21,10
U01111PN2020PTC189269,CHEMFERT AGROCHEM PRIVATE LIMITED,Maharashtra,2020-01-21,10
U55209MH2020PTC336369,REVLON HOSPITALITY PRIVATE LIMITED,Maharashtra,2020-01-21,10
U24110MH2020PTC336309,MARTEN INGREDIENTS & SPECIALITIESPRIVATE LIMITED,Maharashtra,2020-01-21,10
U55209MH2020PTC336374,MALHAR AMRUTTULYA PRIVATE LIMITED,Maharashtra,2020-01-21,10
U24120PN2020PTC189267,KPG MULTIGRO INDIA PRIVATE LIMITED,Maharashtra,2020-01-21,10
U55209MH2020PTC336377,Q-WORLD HOSPITALITY PRIVATE LIMITED,Maharashtra,2020-01-21,10
U24230MH2020OPC336376,GERIATX HEALTH SCIENCES (OPC) PRIVATELIMITED,Maharashtra,2020-01-21,10
U55209PN2020PTC189302,EMBRYONICS WORLD PROJECTS PRIVATELIMITED,Maharashtra,2020-01-21,10
U24290MH2020PTC336353,IAROMA PRIVATE LIMITED,Maharashtra,2020-01-21,10
U60232MH2020PTC336364,CARGO MARKETING INTERNATIONAL PRIVATELIMITED,Maharashtra,2020-01-21,10
U24290PN2020PTC189287,GEOSMINE BIOSCIENCES PRIVATE LIMITED,Maharashtra,2020-01-21,10
U63030MH2020PTC336339,LFONDS MANAGEMENT PRIVATE LIMITED,Maharashtra,2020-01-21,10
U24296MH2020PTC336313,SUNDARAM PETRO CHEM PRIVATE LIMITED,Maharashtra,2020-01-21,10
U85200MH2020NPL336325,HF EDUCATION AND SUPPORT FOUNDATION,Maharashtra,2020-01-21,10
U24297MH2020PTC336365,NATURES BIOCHEMICALS PRIVATE LIMITED,Maharashtra,2020-01-21,10
U85300MH2020NPL336335,AALAYA CARE FOUNDATION,Maharashtra,2020-01-21,10
U28999MH2020PTC336354,SAKHAR CONTRIVE PRIVATE LIMITED,Maharashtra,2020-01-21,10
U85300PN2020NPL189281,SWARA WELFARE FOUNDATION,Maharashtra,2020-01-21,10
U29150PN2020PTC189272,PROMINENCE SYSTEMS PRIVATE LIMITED,Maharashtra,2020-01-21,10
U85300PN2020NPL189296,OPLANGEL FOUNDATION,Maharashtra,2020-01-21,10
U29220PN2020PTC189268,OUMISTER TECHNOLOGY TOOLS PRIVATELIMITED,Maharashtra,2020-01-21,10
U52601MH2020PTC336373,ENCOMPASS HYPERMARKET PRIVATE LIMITED,Maharashtra,2020-01-21,10
U70109MH2020PTC336307,GLOBERA INTERIORS PRIVATE LIMITED,Maharashtra,2020-01-21,10
U52609PN2020PTC189279,METROLOGY TRADING PRIVATE LIMITED,Maharashtra,2020-01-21,10
U70109MH2020PTC336370,KSQUARE REALTY PRIVATE LIMITED,Maharashtra,2020-01-21,10
U55100MH2020OPC336332,DAZZLE SUITES AND RETREAT (OPC) PRIVATELIMITED,Maharashtra,2020-01-21,10
U29291PN2020PTC189260,METROLAB AEROTECH PRIVATE LIMITED,Maharashtra,2020-01-21,10
U55100PN2020OPC189300,MHASKE FOODS AND RESORTS (OPC) PRIVATELIMITED,Maharashtra,2020-01-21,10
U29309MH2020PTC336338,SILVERRAY TECH PRIVATE LIMITED,Maharashtra,2020-01-21,10
U55101MH2020PTC336342,SHREE SUDARSHAN MOTELS PRIVATE LIMITED,Maharashtra,2020-01-21,10
U29309MH2020PTC336356,EXCELLENT MACHINERIES PRIVATE LIMITED,Maharashtra,2020-01-21,10
U80100PN2020NPL189271,LEAP & SCALE FOUNDATION,Maharashtra,2020-01-21,10
U29309MH2020PTC336368,BYGGING LIFT & WELD PRIVATE LIMITED,Maharashtra,2020-01-21,10
U85100MH2020NPL336308,MANGALMAY SANCHAY FOUNDATION,Maharashtra,2020-01-21,10
U31900PN2020PTC189285,SYGNIUS VENTURES PRIVATE LIMITED,Maharashtra,2020-01-21,10
U34300PN2020PTC189289,TECHONESTA INDIA PRIVATE LIMITED,Maharashtra,2020-01-21,10
U31900PN2020PTC189286,RHS AUTOMATION PRIVATE LIMITED,Maharashtra,2020-01-21,10
U36994MH2020PTC336375,TGT DECOR PRIVATE LIMITED,Maharashtra,2020-01-21,10
U01400MH2020PTC336322,MITKARI FARMERS PRODUCER COMPANY LIMITED,Maharashtra,2020-01-21,10
U15549MH2020PTC336366,YANGLA FOOD PRODUCTS PRIVATE LIMITED,Maharashtra,2020-01-21,10
U24304MH2020PTC336348,DECO COAT PRIVATE LIMITED,Maharashtra,2020-01-21,10
U17299MH2020PTC336344,JAI JALARAM JUTE DEPOT PRIVATE LIMITED,Maharashtra,2020-01-21,10
U24304PN2020PTC189280,DESEO ENGINEERING PRIVATE LIMITED,Maharashtra,2020-01-21,10
U51909MH2020OPC336337,TRADENETIC BUSINESS (OPC) PRIVATELIMITED,Maharashtra,2020-01-21,10
U24304PN2020PTC189291,INDRAJAYA AGRI INDIA PRIVATE LIMITED,Maharashtra,2020-01-21,10
U51909MH2020PTC336323,VITTHOBA MAULI INFRAPROJECT PRIVATELIMITED,Maharashtra,2020-01-21,10
U25209PN2020PTC189284,FASCINO PRODUCTS PRIVATE LIMITED,Maharashtra,2020-01-21,10
U51909MH2020PTC336324,KAPLER EQUIPMENTS SERVICES PRIVATELIMITED,Maharashtra,2020-01-21,10
U27100MH2020PTC336357,DINANATH ALLIED STEEL MANUFACTURINGPRIVATE LIMITED,Maharashtra,2020-01-21,10
U51909MH2020PTC336330,MEDI Q PHARMA PRIVATE LIMITED,Maharashtra,2020-01-21,10
U51397MH2020PTC336347,INTATEC HEALTHCARE PRIVATE LIMITED,Maharashtra,2020-01-21,10
U51909MH2020PTC336346,DEEP BLUE MULTI-TRADER PRIVATE LIMITED,Maharashtra,2020-01-21,10
U51420PN2020PTC189263,MANVI STEEL WORKS PRIVATE LIMITED,Maharashtra,2020-01-21,10
U51909MH2020PTC336362,AFEATHER ENTERPRISES PRIVATE LIMITED,Maharashtra,2020-01-21,10
U74999MH2020OPC336305,COSMIQE DIGITAL (OPC) PRIVATE LIMITED,Maharashtra,2020-01-21,10
U51909PN2020FTC189277,HENGLI HYDRAULIC INDIA SYSTEM SOLUTIONSPRIVATE LIMITED,Maharashtra,2020-01-21,10
U74999MH2020PTC336312,DISHWAY INDIA PRIVATE LIMITED,Maharashtra,2020-01-21,10
U51909PN2020PTC189262,KRYPTON SCRAP WORKS PRIVATE LIMITED,Maharashtra,2020-01-21,10
U74999MH2020PTC336320,KALARI ACTION HERO FILMS PRIVATE LIMITED,Maharashtra,2020-01-21,10
U51909PN2020PTC189264,ACMEVET LIFE PRIVATE LIMITED,Maharashtra,2020-01-21,10
U74999MH2020PTC336321,BOATVIO MARINE PRIVATE LIMITED,Maharashtra,2020-01-21,10
U51909PN2020PTC189301,M.V. WORLD LIFE SCIENCES PRIVATE LIMITED,Maharashtra,2020-01-21,10
U74999MH2020PTC336326,REHNUMA TOURS AND TRAVELS PRIVATELIMITED,Maharashtra,2020-01-21,10
U74999MH2020PTC336334,TECHNOMETRY CONSULTANCY PRIVATE LIMITED,Maharashtra,2020-01-21,10
U74999MH2020PTC336336,FIABLE STAFFING SOLUTIONS PRIVATELIMITED,Maharashtra,2020-01-21,10
U74999MH2020PTC336340,VGLIFEKEY MARKETING PRIVATE LIMITED,Maharashtra,2020-01-21,10
U74999MH2020PTC336343,GREENSHIP NAVAL SYSTEMS PRIVATE LIMITED,Maharashtra,2020-01-21,10
U74999MH2020PTC336350,NEXUSREVOLUTION MARKETING PRIVATELIMITED,Maharashtra,2020-01-21,10
U74999MH2020PTC336355,SEA AND AIR MASTER PRIVATE LIMITED,Maharashtra,2020-01-21,10
U74999MH2020PTC336378,BOOKV SERVICES PRIVATE LIMITED,Maharashtra,2020-01-21,10
U65992PN2020PTC189273,SWAPNPURTI KURIES INDIA PRIVATE LIMITED,Maharashtra,2020-01-21,10
U65999MH2020PLN336349,PMB URBAN MULTIPLE NIDHI LIMITED,Maharashtra,2020-01-21,10
U65999MH2020PLN336367,SHIVSIDHI MULTICITY URBAN NIDHI LIMITED,Maharashtra,2020-01-21,10
U67100MH2020PTC336359,LEONARD FINANCE PRIVATE LIMITED,Maharashtra,2020-01-21,10
U72900MH2020PTC336315,SILICON POINT GRAPHICS & TECHNOLOGIESPRIVATE LIMITED,Maharashtra,2020-01-21,10
U72900MH2020PTC336319,PRIZMCORP IT SERVICES PRIVATE LIMITED,Maharashtra,2020-01-21,10
U72900MH2020PTC336345,ARTISTLIFELINE EXPERTCARD FILM INDUSTRYPRIVATE LIMITED,Maharashtra,2020-01-21,10
U72900MH2020PTC336352,TLB MEDIA PRIVATE LIMITED,Maharashtra,2020-01-21,10
U72900PN2020OPC189295,SAG DATA MANAGEMENT (OPC) PRIVATELIMITED,Maharashtra,2020-01-21,10
U72900PN2020PTC189293,U4U SOCIOTECH PRIVATE LIMITED,Maharashtra,2020-01-21,10
